GAL_ID,GROUP_ID
6743,19
6744,19
6749,19
6763,19
6772,19
6773,19
6784,19
6793,19
6800,19
6801,19
6802,19
6803,19
6804,19
6805,19
6816,19
6817,19
6818,19
6819,19
6821,19
6830,19
6838,19
6846,19
6848,19
6849,19
6850,19
6855,19
6856,19
6867,19
6877,19
6878,19
6897,19
6933,19
8163,20
8185,20
8209,20
8211,20
8212,20
8220,20
8238,20
8239,20
8241,20
8253,20
8254,20
8255,20
8263,20
8264,20
8265,20
8271,20
8272,20
8273,20
8284,20
8286,20
8287,20
8290,20
8296,20
8297,20
8302,20
8303,20
8316,20
8318,20
8326,20
8327,20
8344,20
8345,20
8347,20
8355,20
8376,20
73616,21
73629,21
73630,21
73648,21
73649,21
73653,21
73659,21
73662,21
73666,21
73669,21
73670,21
73671,21
73680,21
73681,21
73683,21
73684,21
73687,21
73688,21
73689,21
73693,21
73695,21
73696,21
73697,21
73699,21
73700,21
73702,21
73704,21
73709,21
73711,21
73712,21
73723,21
73729,21
73730,21
73735,21
73756,21
241216,22
241217,22
241218,22
241228,22
241230,22
241249,22
241257,22
241258,22
241259,22
241260,22
241268,22
241269,22
241283,22
241285,22
241289,22
241298,22
241299,22
241300,22
241302,22
241315,22
241317,22
241318,22
241326,22
241327,22
241339,22
241340,22
241350,22
241360,22
241361,22
241362,22
241364,22
241371,22
241376,22
241403,22
241407,22
74641,23
74660,23
74683,23
74694,23
74703,23
74704,23
74705,23
74707,23
74717,23
74718,23
74719,23
74726,23
74733,23
74734,23
74735,23
74736,23
74737,23
74738,23
74739,23
74743,23
74751,23
74756,23
74761,23
74771,23
74783,23
76503,23
76539,23
76543,23
76574,23
76578,23
76579,23
76594,23
76608,23
86041,24
86047,24
86059,24
86060,24
86064,24
86065,24
86068,24
86070,24
86071,24
86072,24
86079,24
86081,24
86083,24
86084,24
86086,24
86087,24
86088,24
86089,24
86090,24
86095,24
86096,24
86097,24
86106,24
86107,24
86108,24
86112,24
86113,24
86114,24
86128,24
86134,24
86140,24
86144,24
86148,24
142316,25
142329,25
142331,25
142333,25
142335,25
142338,25
142350,25
142353,25
142355,25
142356,25
142361,25
142373,25
142374,25
142375,25
142379,25
142381,25
142387,25
142390,25
142391,25
142392,25
142398,25
142399,25
142400,25
142401,25
142402,25
142403,25
142405,25
142413,25
142420,25
142422,25
142434,25
142444,25
142467,25
289949,26
290002,26
290006,26
290021,26
290026,26
290027,26
290075,26
290081,26
290088,26
290093,26
290107,26
290108,26
290114,26
290136,26
290142,26
290151,26
290157,26
290179,26
290182,26
290194,26
290197,26
290199,26
290210,26
290218,26
290235,26
290238,26
290249,26
290256,26
290270,26
290282,26
290302,26
290315,26
55446,27
55461,27
55462,27
55470,27
55484,27
55491,27
55493,27
55494,27
55497,27
55504,27
55505,27
55507,27
55517,27
55518,27
55520,27
55521,27
55522,27
55530,27
55531,27
55532,27
55539,27
55549,27
55551,27
55552,27
55561,27
55568,27
55575,27
55591,27
55603,27
55605,27
64872,28
64879,28
64890,28
64900,28
64911,28
64934,28
64936,28
64948,28
64961,28
64962,28
64964,28
64968,28
64970,28
64973,28
64980,28
64989,28
64990,28
64991,28
64992,28
65002,28
65003,28
65005,28
65007,28
65021,28
65029,28
65031,28
65038,28
65039,28
65049,28
65059,28
68547,29
68548,29
68549,29
68562,29
74835,29
74856,29
74866,29
74870,29
74880,29
74888,29
74889,29
74891,29
74900,29
74903,29
74904,29
74915,29
74918,29
74919,29
74920,29
74928,29
74929,29
74930,29
74935,29
74937,29
74938,29
74945,29
74956,29
74957,29
74967,29
74974,29
141956,30
141994,30
142005,30
142007,30
142008,30
142009,30
142027,30
142028,30
142036,30
142038,30
142039,30
142046,30
142052,30
142054,30
142055,30
142061,30
142062,30
142064,30
142065,30
142077,30
142079,30
142080,30
142095,30
142096,30
142104,30
142105,30
142111,30
142117,30
142133,30
208496,31
208506,31
208520,31
208526,31
208529,31
208531,31
208533,31
208540,31
208544,31
208558,31
208561,31
208565,31
208582,31
208595,31
208601,31
208604,31
208613,31
208624,31
208659,31
208666,31
208671,31
208675,31
208766,31
218212,31
218249,31
218277,31
218312,31
218318,31
218329,31
72725,32
72726,32
72727,32
72728,32
72733,32
72734,32
72739,32
72745,32
72754,32
72755,32
72758,32
72759,32
72764,32
72767,32
72768,32
72769,32
72770,32
72778,32
72779,32
72780,32
72781,32
72785,32
72788,32
72789,32
72790,32
72797,32
72818,32
72824,32
304583,33
304591,33
304600,33
304601,33
304612,33
304625,33
304636,33
304639,33
304641,33
304653,33
304654,33
304655,33
304667,33
304674,33
304675,33
304676,33
304677,33
304683,33
304684,33
304685,33
304691,33
304694,33
304695,33
304705,33
304707,33
304708,33
304720,33
304744,33
218415,34
218504,34
218508,34
218515,34
218534,34
218585,34
218588,34
218591,34
218602,34
218604,34
218612,34
218637,34
218653,34
218673,34
218677,34
218680,34
218687,34
218691,34
218693,34
218701,34
218713,34
218718,34
218731,34
218735,34
218759,34
218795,34
218843,34
314066,35
314073,35
314095,35
314106,35
314111,35
314112,35
314114,35
314115,35
314116,35
314118,35
314125,35
314129,35
314139,35
314140,35
314141,35
314149,35
314150,35
314152,35
314153,35
314157,35
314158,35
314162,35
314163,35
314164,35
314166,35
314180,35
314191,35
64244,36
64307,36
64315,36
64338,36
64362,36
133900,36
133901,36
133905,36
133915,36
133926,36
133927,36
133932,36
133940,36
133941,36
133942,36
133949,36
133956,36
133960,36
133961,36
133966,36
133967,36
133972,36
133986,36
133993,36
134001,36
134004,36
23542,37
23543,37
23559,37
23560,37
23561,37
23565,37
23575,37
23581,37
23582,37
23583,37
23588,37
23589,37
23590,37
23597,37
23605,37
23607,37
23608,37
23615,37
23616,37
23618,37
23638,37
23647,37
23661,37
23681,37
23690,37
63663,38
63702,38
63742,38
65446,38
65474,38
65475,38
65495,38
65515,38
65520,38
65528,38
65530,38
65539,38
65540,38
65541,38
65543,38
65551,38
65552,38
65554,38
65574,38
65578,38
65595,38
65604,38
65612,38
65621,38
65641,38
125809,39
125810,39
125816,39
125817,39
125818,39
125820,39
125821,39
125825,39
125826,39
125827,39
125833,39
125834,39
125836,39
125841,39
125842,39
125847,39
125848,39
125849,39
125850,39
125859,39
125865,39
125866,39
125875,39
125902,39
129852,39
156626,40
156643,40
156644,40
156645,40
156646,40
156650,40
156655,40
156656,40
157735,40
157742,40
157761,40
157762,40
157772,40
157779,40
157786,40
157789,40
157790,40
157791,40
157796,40
157799,40
157800,40
157805,40
157807,40
157808,40
157815,40
303923,41
303935,41
303944,41
303964,41
303966,41
303968,41
303969,41
303972,41
303973,41
303980,41
303985,41
303989,41
303991,41
303992,41
303995,41
303998,41
304003,41
304004,41
304006,41
304008,41
304009,41
304010,41
304023,41
304029,41
304031,41
319159,42
319164,42
319165,42
319177,42
319178,42
319185,42
319204,42
319207,42
319217,42
319219,42
319220,42
319221,42
319226,42
319232,42
319233,42
319234,42
319250,42
319261,42
319271,42
319280,42
319281,42
319282,42
319289,42
319295,42
319302,42
8120,43
8128,43
8129,43
8142,43
8145,43
8146,43
8159,43
8171,43
8175,43
8177,43
8181,43
8183,43
8194,43
8196,43
8206,43
8207,43
8215,43
8216,43
8217,43
8218,43
8229,43
8235,43
8250,43
8252,43
114130,44
114131,44
114145,44
114161,44
114168,44
114169,44
114171,44
114178,44
114182,44
114183,44
114186,44
114187,44
114200,44
114210,44
114214,44
114225,44
114228,44
114236,44
114237,44
114246,44
114248,44
114254,44
114255,44
114270,44
230641,45
230669,45
230677,45
230679,45
230690,45
230698,45
230699,45
230701,45
230709,45
230710,45
230717,45
230718,45
230721,45
230722,45
230723,45
230731,45
230732,45
230734,45
230739,45
230740,45
230741,45
230746,45
230771,45
230784,45
193558,46
193584,46
203648,46
203668,46
203690,46
203700,46
274948,46
274963,46
274974,46
275019,46
275025,46
275032,46
275071,46
275089,46
275099,46
275100,46
275110,46
275136,46
275151,46
275161,46
275172,46
275188,46
275192,46
275202,46
308239,47
308258,47
308262,47
308266,47
308268,47
308290,47
308322,47
308326,47
308330,47
308337,47
308351,47
308354,47
308357,47
308388,47
308392,47
308401,47
308404,47
308414,47
308423,47
308429,47
308433,47
308446,47
308449,47
308472,47
98247,48
104770,48
104785,48
104786,48
104795,48
104796,48
104803,48
104804,48
104815,48
104821,48
104822,48
104830,48
104831,48
104832,48
104840,48
104841,48
104842,48
104843,48
104854,48
104857,48
104859,48
104864,48
104865,48
127681,49
127712,49
127718,49
127721,49
127732,49
127737,49
127739,49
127760,49
127780,49
127782,49
127783,49
127804,49
127808,49
127834,49
127853,49
127860,49
127861,49
127933,49
128019,49
128032,49
128093,49
128140,49
128298,49
138285,50
138294,50
143505,50
143525,50
143530,50
143532,50
143533,50
143542,50
143543,50
143544,50
143549,50
143550,50
143551,50
143560,50
143562,50
143563,50
143564,50
143565,50
143568,50
143578,50
143579,50
143593,50
143594,50
25981,51
25982,51
25989,51
25997,51
26007,51
26008,51
26009,51
26033,51
26038,51
26043,51
26044,51
26045,51
26054,51
26057,51
26066,51
26079,51
26086,51
26088,51
26105,51
26114,51
26121,51
26128,51
90313,52
90317,52
90342,52
90346,52
90347,52
90355,52
90356,52
90358,52
90363,52
90367,52
90370,52
90387,52
90392,52
90393,52
90395,52
90400,52
90402,52
90404,52
90408,52
90433,52
90438,52
90443,52
118815,53
118835,53
118860,53
118863,53
118872,53
118874,53
118883,53
118884,53
118891,53
118893,53
118894,53
118895,53
118898,53
118907,53
118922,53
118923,53
118924,53
118925,53
118936,53
118944,53
118961,53
118971,53
263279,54
263310,54
263376,54
263397,54
263453,54
263454,54
263456,54
263463,54
263478,54
263488,54
263493,54
263494,54
263498,54
263505,54
263511,54
263516,54
263553,54
263559,54
263580,54
263602,54
263629,54
263639,54
272062,55
272063,55
272067,55
272083,55
272113,55
272141,55
272154,55
272175,55
272187,55
272192,55
272201,55
272211,55
272224,55
272229,55
272234,55
272260,55
272266,55
272283,55
272295,55
272312,55
272368,55
272379,55
287660,56
287664,56
287692,56
287707,56
287738,56
287741,56
287742,56
287761,56
287791,56
287794,56
287798,56
287829,56
287831,56
287841,56
287843,56
287846,56
287852,56
287870,56
287919,56
287973,56
287974,56
287987,56
288096,57
288098,57
288107,57
288124,57
288131,57
288138,57
288141,57
288165,57
288169,57
288176,57
288178,57
288184,57
288188,57
288192,57
288193,57
288217,57
288225,57
288235,57
288302,57
288316,57
288321,57
288351,57
95507,58
95508,58
95509,58
95512,58
95524,58
95533,58
95534,58
95535,58
95536,58
95542,58
95556,58
95557,58
95566,58
95567,58
95568,58
95569,58
95577,58
95578,58
95579,58
95586,58
95594,58
178030,59
178048,59
178062,59
178074,59
178075,59
178084,59
178086,59
178091,59
178092,59
178093,59
178094,59
178095,59
178103,59
178104,59
178111,59
178112,59
178125,59
178133,59
178134,59
178139,59
178158,59
218640,60
218750,60
218754,60
218757,60
218788,60
218799,60
218801,60
218803,60
218809,60
218812,60
218826,60
218838,60
218844,60
218858,60
218868,60
218875,60
218877,60
218895,60
218925,60
218929,60
219054,60
293224,61
293312,61
293339,61
293352,61
293355,61
293368,61
293371,61
293378,61
293389,61
293391,61
293392,61
293393,61
293395,61
293396,61
293405,61
293407,61
293412,61
293416,61
293428,61
293447,61
293495,61
304475,62
304489,62
304492,62
304520,62
304529,62
304530,62
304531,62
304532,62
304533,62
304539,62
304541,62
304549,62
304551,62
304552,62
304560,62
304561,62
304562,62
304563,62
304572,62
304573,62
304617,62
26562,63
26571,63
26572,63
26581,63
26592,63
26593,63
26594,63
26598,63
26600,63
26606,63
26609,63
26610,63
26618,63
26619,63
26620,63
26622,63
26626,63
26627,63
26645,63
26668,63
82296,64
82301,64
82302,64
82311,64
82327,64
82328,64
82337,64
82346,64
82347,64
82349,64
82350,64
82351,64
82356,64
82357,64
82358,64
82363,64
82369,64
82370,64
82383,64
82403,64
278935,65
278956,65
278980,65
278992,65
279006,65
279024,65
279034,65
279049,65
279050,65
279061,65
279069,65
279076,65
279081,65
279086,65
279106,65
279132,65
279135,65
279172,65
279194,65
279278,65
291905,66
291916,66
291933,66
291935,66
291942,66
291962,66
291965,66
291969,66
291990,66
291996,66
292010,66
292011,66
292012,66
292028,66
292030,66
292042,66
292060,66
292062,66
292068,66
292157,66
307500,67
307506,67
307514,67
307520,67
307534,67
307548,67
307567,67
307571,67
307574,67
307620,67
307621,67
307622,67
307652,67
307670,67
307676,67
307694,67
307773,67
315563,67
315581,67
315583,67
315868,68
315879,68
315880,68
315893,68
315894,68
315905,68
315906,68
315907,68
315914,68
315931,68
315932,68
315940,68
315941,68
315951,68
315952,68
315962,68
315971,68
315972,68
315973,68
315983,68
21062,69
21081,69
21088,69
21092,69
21114,69
21117,69
21129,69
21130,69
21141,69
21142,69
21169,69
21170,69
21171,69
21173,69
21186,69
21219,69
21240,69
21248,69
21249,69
61540,70
61541,70
61550,70
61551,70
61566,70
61587,70
61588,70
61589,70
61590,70
61607,70
61608,70
61618,70
61619,70
61635,70
61653,70
61666,70
61668,70
61700,70
61701,70
106713,71
106720,71
106725,71
106737,71
106738,71
106746,71
106747,71
106748,71
106749,71
106753,71
106754,71
106755,71
106756,71
106757,71
106758,71
106763,71
106767,71
106791,71
108377,71
114382,72
114383,72
114390,72
114391,72
114394,72
114395,72
114396,72
114397,72
114398,72
114404,72
114410,72
114411,72
114417,72
114421,72
114424,72
114426,72
114427,72
114440,72
114445,72
142082,73
142106,73
142115,73
142116,73
142119,73
142120,73
142121,73
142122,73
142123,73
142126,73
142138,73
142141,73
142142,73
142150,73
142169,73
142172,73
142178,73
142179,73
142188,73
180221,74
180234,74
180244,74
180252,74
180253,74
180261,74
180263,74
180265,74
180275,74
180276,74
180279,74
180280,74
180289,74
180309,74
180325,74
180331,74
180332,74
180340,74
180344,74
274702,75
274767,75
274795,75
274844,75
274881,75
274884,75
274895,75
274906,75
274909,75
274918,75
274949,75
274954,75
274959,75
274968,75
274991,75
275001,75
275038,75
275041,75
275054,75
275910,76
275918,76
275939,76
276002,76
276007,76
276010,76
276026,76
276029,76
276048,76
276054,76
276068,76
276085,76
276095,76
276098,76
276108,76
276116,76
276151,76
276169,76
276190,76
286038,77
286043,77
286074,77
286109,77
286116,77
286182,77
286186,77
286191,77
286193,77
286211,77
286232,77
286239,77
286250,77
286251,77
286254,77
286255,77
286268,77
286282,77
286290,77
292009,78
292054,78
292061,78
292065,78
292074,78
292090,78
292093,78
292097,78
292101,78
292104,78
292109,78
292110,78
292116,78
292128,78
292147,78
292151,78
292162,78
292195,78
292245,78
299129,79
299133,79
299158,79
299162,79
299169,79
299171,79
299180,79
299184,79
299186,79
299194,79
299195,79
299196,79
299197,79
299198,79
299199,79
299207,79
299213,79
299214,79
299221,79
310180,80
310202,80
310223,80
310244,80
310253,80
310272,80
310284,80
310287,80
310292,80
310313,80
310321,80
310326,80
310332,80
310334,80
310335,80
310338,80
310359,80
310364,80
310390,80
246675,81
316129,81
316148,81
316154,81
316155,81
316165,81
316167,81
316173,81
316174,81
316178,81
316181,81
316185,81
316186,81
316190,81
316192,81
316200,81
316206,81
316207,81
316234,81
16062,82
16086,82
16091,82
16098,82
16100,82
16106,82
16118,82
16120,82
16131,82
16144,82
16151,82
16153,82
16154,82
16157,82
16170,82
16181,82
16196,82
16202,82
51600,83
51610,83
51621,83
51627,83
51628,83
51637,83
51642,83
51643,83
51644,83
51652,83
51653,83
51663,83
51664,83
51677,83
51684,83
51686,83
51688,83
51700,83
66388,84
66400,84
66409,84
66410,84
66411,84
66426,84
66427,84
66449,84
66450,84
66451,84
66452,84
66460,84
66464,84
66473,84
66474,84
66487,84
66505,84
66559,84
72856,85
72857,85
72867,85
72873,85
72874,85
72875,85
72876,85
72887,85
72888,85
72902,85
72913,85
72920,85
72921,85
72927,85
72934,85
72950,85
72952,85
72970,85
86194,86
86223,86
86232,86
86233,86
86234,86
86238,86
86239,86
86240,86
86241,86
86246,86
86247,86
86252,86
86253,86
86254,86
86255,86
86270,86
86271,86
86293,86
179763,87
179767,87
179768,87
179771,87
179772,87
179776,87
179777,87
179780,87
179786,87
179788,87
179789,87
179793,87
179804,87
179814,87
181283,87
181324,87
181329,87
181343,87
247174,88
247179,88
247210,88
247221,88
247222,88
247228,88
247229,88
247237,88
247242,88
247243,88
247244,88
247247,88
247249,88
247260,88
247261,88
247262,88
247279,88
247290,88
268216,89
268221,89
268234,89
268261,89
268271,89
268277,89
268285,89
268306,89
268310,89
268311,89
268316,89
268318,89
268332,89
268357,89
268362,89
268382,89
268441,89
268456,89
277682,90
277704,90
277711,90
277713,90
277718,90
277722,90
277735,90
277782,90
277783,90
277790,90
277795,90
277812,90
277813,90
277819,90
277885,90
277895,90
277933,90
277935,90
303396,91
303397,91
303405,91
303406,91
303407,91
303412,91
303413,91
303418,91
303436,91
303437,91
303463,91
303472,91
304925,91
304939,91
304944,91
304947,91
304962,91
304975,91
21600,92
21615,92
21621,92
21646,92
21647,92
21648,92
21655,92
21687,92
21695,92
21696,92
23463,92
23479,92
23493,92
23495,92
23496,92
23509,92
23540,92
56202,93
56210,93
56215,93
56220,93
56221,93
56222,93
56230,93
56252,93
56253,93
56259,93
56260,93
56265,93
56266,93
56267,93
56275,93
56282,93
56283,93
60499,94
60500,94
60580,94
60596,94
60604,94
60605,94
60607,94
60618,94
60641,94
60642,94
60643,94
60644,94
60655,94
60664,94
60675,94
60707,94
60713,94
64861,95
64884,95
64893,95
64895,95
64896,95
64917,95
64918,95
64927,95
64928,95
64929,95
64930,95
64942,95
64951,95
64952,95
64953,95
64966,95
65012,95
66985,96
127079,96
127095,96
127110,96
127146,96
127175,96
127180,96
127193,96
127203,96
127267,96
127274,96
127278,96
127304,96
127330,96
127342,96
127400,96
127417,96
92848,97
92849,97
92855,97
92864,97
92874,97
92875,97
92877,97
92885,97
92886,97
92888,97
92889,97
92896,97
92898,97
92907,97
92908,97
92909,97
92910,97
143000,98
143010,98
143011,98
143026,98
143032,98
143044,98
143046,98
143047,98
143050,98
143053,98
143056,98
143059,98
143062,98
143064,98
143072,98
143088,98
143093,98
276812,99
276820,99
276846,99
276855,99
276858,99
276868,99
276880,99
276893,99
276896,99
276903,99
276917,99
276932,99
276943,99
276945,99
276960,99
276976,99
277070,99
287754,100
287817,100
287820,100
287824,100
287854,100
287874,100
287902,100
287910,100
287938,100
287954,100
287975,100
287978,100
287980,100
287986,100
288027,100
288034,100
288049,100
292000,101
292018,101
292021,101
292026,101
292029,101
292052,101
292066,101
292086,101
292089,101
292100,101
292102,101
292107,101
292135,101
292140,101
292142,101
292153,101
292193,101
297793,102
297794,102
297803,102
297804,102
297811,102
297812,102
297816,102
297825,102
297826,102
